,Measurement,Year,Country,Proportion,fCountry
590,Fat,1961,Antigua & Barb.,0.479087452,Antigua and Barbuda
591,Protein,1961,Antigua & Barb.,0.703007519,Antigua and Barbuda
592,Weight,1961,Antigua & Barb.,0.367480234,Antigua and Barbuda
593,Calories,1962,Antigua & Barb.,0.339204545,Antigua and Barbuda
594,Fat,1962,Antigua & Barb.,0.659442724,Antigua and Barbuda
595,Protein,1962,Antigua & Barb.,0.688,Antigua and Barbuda
596,Weight,1962,Antigua & Barb.,0.35630307,Antigua and Barbuda
597,Calories,1963,Antigua & Barb.,0.368548877,Antigua and Barbuda
598,Fat,1963,Antigua & Barb.,0.713355049,Antigua and Barbuda
599,Protein,1963,Antigua & Barb.,0.714285714,Antigua and Barbuda
600,Weight,1963,Antigua & Barb.,0.349798387,Antigua and Barbuda
601,Calories,1964,Antigua & Barb.,0.409439528,Antigua and Barbuda
602,Fat,1964,Antigua & Barb.,0.685121107,Antigua and Barbuda
603,Protein,1964,Antigua & Barb.,0.738970588,Antigua and Barbuda
604,Weight,1964,Antigua & Barb.,0.349983782,Antigua and Barbuda
605,Calories,1965,Antigua & Barb.,0.388333333,Antigua and Barbuda
606,Fat,1965,Antigua & Barb.,0.676012461,Antigua and Barbuda
607,Protein,1965,Antigua & Barb.,0.729241877,Antigua and Barbuda
608,Weight,1965,Antigua & Barb.,0.331234257,Antigua and Barbuda
609,Calories,1966,Antigua & Barb.,0.335860058,Antigua and Barbuda
610,Fat,1966,Antigua & Barb.,0.655948553,Antigua and Barbuda
611,Protein,1966,Antigua & Barb.,0.666666667,Antigua and Barbuda
612,Weight,1966,Antigua & Barb.,0.302408564,Antigua and Barbuda
613,Calories,1967,Antigua & Barb.,0.307443366,Antigua and Barbuda
614,Fat,1967,Antigua & Barb.,0.677966102,Antigua and Barbuda
615,Protein,1967,Antigua & Barb.,0.648044693,Antigua and Barbuda
616,Weight,1967,Antigua & Barb.,0.331694526,Antigua and Barbuda
617,Calories,1968,Antigua & Barb.,0.30339196,Antigua and Barbuda
618,Fat,1968,Antigua & Barb.,0.627692308,Antigua and Barbuda
619,Protein,1968,Antigua & Barb.,0.635416667,Antigua and Barbuda
620,Weight,1968,Antigua & Barb.,0.313465102,Antigua and Barbuda
621,Calories,1969,Antigua & Barb.,0.302295918,Antigua and Barbuda
622,Fat,1969,Antigua & Barb.,0.641638225,Antigua and Barbuda
623,Protein,1969,Antigua & Barb.,0.612244898,Antigua and Barbuda
624,Weight,1969,Antigua & Barb.,0.315691158,Antigua and Barbuda
625,Calories,1970,Antigua & Barb.,0.281490242,Antigua and Barbuda
626,Fat,1970,Antigua & Barb.,0.428571429,Antigua and Barbuda
627,Protein,1970,Antigua & Barb.,0.598130841,Antigua and Barbuda
628,Weight,1970,Antigua & Barb.,0.295448039,Antigua and Barbuda
629,Calories,1971,Antigua & Barb.,0.277949351,Antigua and Barbuda
630,Fat,1971,Antigua & Barb.,0.444444444,Antigua and Barbuda
631,Protein,1971,Antigua & Barb.,0.625,Antigua and Barbuda
632,Weight,1971,Antigua & Barb.,0.31357726,Antigua and Barbuda
633,Calories,1972,Antigua & Barb.,0.316955017,Antigua and Barbuda
634,Fat,1972,Antigua & Barb.,0.438650307,Antigua and Barbuda
635,Protein,1972,Antigua & Barb.,0.630331754,Antigua and Barbuda
636,Weight,1972,Antigua & Barb.,0.331368697,Antigua and Barbuda
637,Calories,1973,Antigua & Barb.,0.297101449,Antigua and Barbuda
638,Fat,1973,Antigua & Barb.,0.358974359,Antigua and Barbuda
639,Protein,1973,Antigua & Barb.,0.607142857,Antigua and Barbuda
640,Weight,1973,Antigua & Barb.,0.347607053,Antigua and Barbuda
641,Calories,1974,Antigua & Barb.,0.324528302,Antigua and Barbuda
642,Fat,1974,Antigua & Barb.,0.380228137,Antigua and Barbuda
643,Protein,1974,Antigua & Barb.,0.610837438,Antigua and Barbuda
644,Weight,1974,Antigua & Barb.,0.350639579,Antigua and Barbuda
645,Calories,1975,Antigua & Barb.,0.336742148,Antigua and Barbuda
646,Fat,1975,Antigua & Barb.,0.377483444,Antigua and Barbuda
647,Protein,1975,Antigua & Barb.,0.634615385,Antigua and Barbuda
648,Weight,1975,Antigua & Barb.,0.353684971,Antigua and Barbuda
649,Calories,1976,Antigua & Barb.,0.338588589,Antigua and Barbuda
650,Fat,1976,Antigua & Barb.,0.473029046,Antigua and Barbuda
651,Protein,1976,Antigua & Barb.,0.640394089,Antigua and Barbuda
652,Weight,1976,Antigua & Barb.,0.345307918,Antigua and Barbuda
653,Calories,1977,Antigua & Barb.,0.37900641,Antigua and Barbuda
654,Fat,1977,Antigua & Barb.,0.434146341,Antigua and Barbuda
655,Protein,1977,Antigua & Barb.,0.68159204,Antigua and Barbuda
656,Weight,1977,Antigua & Barb.,0.370909091,Antigua and Barbuda
657,Calories,1978,Antigua & Barb.,0.340969163,Antigua and Barbuda
658,Fat,1978,Antigua & Barb.,0.541237113,Antigua and Barbuda
659,Protein,1978,Antigua & Barb.,0.647398844,Antigua and Barbuda
660,Weight,1978,Antigua & Barb.,0.365950676,Antigua and Barbuda
661,Calories,1979,Antigua & Barb.,0.301093356,Antigua and Barbuda
662,Fat,1979,Antigua & Barb.,0.531120332,Antigua and Barbuda
663,Protein,1979,Antigua & Barb.,0.595375723,Antigua and Barbuda
664,Weight,1979,Antigua & Barb.,0.354718389,Antigua and Barbuda
665,Calories,1980,Antigua & Barb.,0.277355623,Antigua and Barbuda
666,Fat,1980,Antigua & Barb.,0.559859155,Antigua and Barbuda
667,Protein,1980,Antigua & Barb.,0.541237113,Antigua and Barbuda
668,Weight,1980,Antigua & Barb.,0.329190567,Antigua and Barbuda
669,Calories,1981,Antigua & Barb.,0.26121563,Antigua and Barbuda
670,Fat,1981,Antigua & Barb.,0.52484472,Antigua and Barbuda
671,Protein,1981,Antigua & Barb.,0.521978022,Antigua and Barbuda
672,Weight,1981,Antigua & Barb.,0.330233953,Antigua and Barbuda
673,Calories,1982,Antigua & Barb.,0.276984127,Antigua and Barbuda
674,Fat,1982,Antigua & Barb.,0.6,Antigua and Barbuda
675,Protein,1982,Antigua & Barb.,0.537634409,Antigua and Barbuda
676,Weight,1982,Antigua & Barb.,0.324391765,Antigua and Barbuda
677,Calories,1983,Antigua & Barb.,0.292272379,Antigua and Barbuda
678,Fat,1983,Antigua & Barb.,0.605633803,Antigua and Barbuda
679,Protein,1983,Antigua & Barb.,0.536585366,Antigua and Barbuda
680,Weight,1983,Antigua & Barb.,0.314087062,Antigua and Barbuda
681,Calories,1984,Antigua & Barb.,0.297036527,Antigua and Barbuda
682,Fat,1984,Antigua & Barb.,0.563888889,Antigua and Barbuda
683,Protein,1984,Antigua & Barb.,0.525641026,Antigua and Barbuda
684,Weight,1984,Antigua & Barb.,0.300107181,Antigua and Barbuda
685,Calories,1985,Antigua & Barb.,0.330651061,Antigua and Barbuda
686,Fat,1985,Antigua & Barb.,0.550819672,Antigua and Barbuda
687,Protein,1985,Antigua & Barb.,0.573991031,Antigua and Barbuda
688,Weight,1985,Antigua & Barb.,0.343811395,Antigua and Barbuda
689,Calories,1986,Antigua & Barb.,0.317880795,Antigua and Barbuda
690,Fat,1986,Antigua & Barb.,0.581168831,Antigua and Barbuda
691,Protein,1986,Antigua & Barb.,0.554054054,Antigua and Barbuda
692,Weight,1986,Antigua & Barb.,0.348451327,Antigua and Barbuda
693,Calories,1987,Antigua & Barb.,0.323964497,Antigua and Barbuda
694,Fat,1987,Antigua & Barb.,0.575949367,Antigua and Barbuda
695,Protein,1987,Antigua & Barb.,0.553097345,Antigua and Barbuda
696,Weight,1987,Antigua & Barb.,0.354528453,Antigua and Barbuda
697,Calories,1988,Antigua & Barb.,0.304558011,Antigua and Barbuda
698,Fat,1988,Antigua & Barb.,0.616099071,Antigua and Barbuda
699,Protein,1988,Antigua & Barb.,0.538793103,Antigua and Barbuda
700,Weight,1988,Antigua & Barb.,0.35261708,Antigua and Barbuda
701,Calories,1989,Antigua & Barb.,0.305484694,Antigua and Barbuda
702,Fat,1989,Antigua & Barb.,0.506053269,Antigua and Barbuda
703,Protein,1989,Antigua & Barb.,0.536585366,Antigua and Barbuda
704,Weight,1989,Antigua & Barb.,0.274083439,Antigua and Barbuda
705,Calories,1990,Antigua & Barb.,0.31045542,Antigua and Barbuda
706,Fat,1990,Antigua & Barb.,0.563342318,Antigua and Barbuda
707,Protein,1990,Antigua & Barb.,0.533333333,Antigua and Barbuda
708,Weight,1990,Antigua & Barb.,0.283242709,Antigua and Barbuda
709,Calories,1991,Antigua & Barb.,0.283312578,Antigua and Barbuda
710,Fat,1991,Antigua & Barb.,0.516556291,Antigua and Barbuda
711,Protein,1991,Antigua & Barb.,0.520325203,Antigua and Barbuda
712,Weight,1991,Antigua & Barb.,0.295866935,Antigua and Barbuda
713,Calories,1992,Antigua & Barb.,0.30056005,Antigua and Barbuda
714,Fat,1992,Antigua & Barb.,0.50877193,Antigua and Barbuda
715,Protein,1992,Antigua & Barb.,0.519379845,Antigua and Barbuda
716,Weight,1992,Antigua & Barb.,0.32905885,Antigua and Barbuda
717,Calories,1993,Antigua & Barb.,0.292810458,Antigua and Barbuda
718,Fat,1993,Antigua & Barb.,0.475644699,Antigua and Barbuda
719,Protein,1993,Antigua & Barb.,0.508064516,Antigua and Barbuda
720,Weight,1993,Antigua & Barb.,0.378576181,Antigua and Barbuda
721,Calories,1994,Antigua & Barb.,0.321941217,Antigua and Barbuda
722,Fat,1994,Antigua & Barb.,0.365591398,Antigua and Barbuda
723,Protein,1994,Antigua & Barb.,0.5625,Antigua and Barbuda
724,Weight,1994,Antigua & Barb.,0.399849586,Antigua and Barbuda
725,Calories,1995,Antigua & Barb.,0.334978843,Antigua and Barbuda
726,Fat,1995,Antigua & Barb.,0.361313869,Antigua and Barbuda
727,Protein,1995,Antigua & Barb.,0.575107296,Antigua and Barbuda
728,Weight,1995,Antigua & Barb.,0.33490697,Antigua and Barbuda
729,Calories,1996,Antigua & Barb.,0.317572336,Antigua and Barbuda
730,Fat,1996,Antigua & Barb.,0.35125448,Antigua and Barbuda
731,Protein,1996,Antigua & Barb.,0.569506726,Antigua and Barbuda
732,Weight,1996,Antigua & Barb.,0.359934408,Antigua and Barbuda
733,Calories,1997,Antigua & Barb.,0.319513939,Antigua and Barbuda
734,Fat,1997,Antigua & Barb.,0.374125874,Antigua and Barbuda
735,Protein,1997,Antigua & Barb.,0.564444444,Antigua and Barbuda
736,Weight,1997,Antigua & Barb.,0.316889147,Antigua and Barbuda
737,Calories,1998,Antigua & Barb.,0.329569513,Antigua and Barbuda
738,Fat,1998,Antigua & Barb.,0.386759582,Antigua and Barbuda
739,Protein,1998,Antigua & Barb.,0.572052402,Antigua and Barbuda
740,Weight,1998,Antigua & Barb.,0.274299344,Antigua and Barbuda
741,Calories,1999,Antigua & Barb.,0.317107093,Antigua and Barbuda
742,Fat,1999,Antigua & Barb.,0.360128617,Antigua and Barbuda
743,Protein,1999,Antigua & Barb.,0.563876652,Antigua and Barbuda
744,Weight,1999,Antigua & Barb.,0.287928222,Antigua and Barbuda
745,Calories,2000,Antigua & Barb.,0.312543313,Antigua and Barbuda
746,Fat,2000,Antigua & Barb.,0.366013072,Antigua and Barbuda
747,Protein,2000,Antigua & Barb.,0.554585153,Antigua and Barbuda
748,Weight,2000,Antigua & Barb.,0.277086093,Antigua and Barbuda
749,Calories,2001,Antigua & Barb.,0.29505814,Antigua and Barbuda
750,Fat,2001,Antigua & Barb.,0.419354839,Antigua and Barbuda
751,Protein,2001,Antigua & Barb.,0.54245283,Antigua and Barbuda
752,Weight,2001,Antigua & Barb.,0.312211982,Antigua and Barbuda
753,Calories,2002,Antigua & Barb.,0.301692421,Antigua and Barbuda
754,Fat,2002,Antigua & Barb.,0.38047138,Antigua and Barbuda
755,Protein,2002,Antigua & Barb.,0.555555556,Antigua and Barbuda
756,Weight,2002,Antigua & Barb.,0.304244583,Antigua and Barbuda
757,Calories,2003,Antigua & Barb.,0.310319228,Antigua and Barbuda
758,Fat,2003,Antigua & Barb.,0.361774744,Antigua and Barbuda
759,Protein,2003,Antigua & Barb.,0.570731707,Antigua and Barbuda
760,Weight,2003,Antigua & Barb.,0.295971979,Antigua and Barbuda
761,Calories,2004,Antigua & Barb.,0.299656357,Antigua and Barbuda
762,Fat,2004,Antigua & Barb.,0.385245902,Antigua and Barbuda
763,Protein,2004,Antigua & Barb.,0.580188679,Antigua and Barbuda
764,Weight,2004,Antigua & Barb.,0.284439487,Antigua and Barbuda
765,Calories,2005,Antigua & Barb.,0.285431773,Antigua and Barbuda
766,Fat,2005,Antigua & Barb.,0.335311573,Antigua and Barbuda
767,Protein,2005,Antigua & Barb.,0.478087649,Antigua and Barbuda
768,Weight,2005,Antigua & Barb.,0.215630473,Antigua and Barbuda
769,Calories,2006,Antigua & Barb.,0.290026247,Antigua and Barbuda
770,Fat,2006,Antigua & Barb.,0.363372093,Antigua and Barbuda
771,Protein,2006,Antigua & Barb.,0.491935484,Antigua and Barbuda
772,Weight,2006,Antigua & Barb.,0.226095148,Antigua and Barbuda
773,Calories,2007,Antigua & Barb.,0.28439763,Antigua and Barbuda
774,Fat,2007,Antigua & Barb.,0.37195122,Antigua and Barbuda
775,Protein,2007,Antigua & Barb.,0.524017467,Antigua and Barbuda
776,Weight,2007,Antigua & Barb.,0.282603915,Antigua and Barbuda
777,Calories,2008,Antigua & Barb.,0.29908377,Antigua and Barbuda
778,Fat,2008,Antigua & Barb.,0.33126935,Antigua and Barbuda
779,Protein,2008,Antigua & Barb.,0.504,Antigua and Barbuda
780,Weight,2008,Antigua & Barb.,0.285048905,Antigua and Barbuda
781,Calories,2009,Antigua & Barb.,0.299354839,Antigua and Barbuda
782,Fat,2009,Antigua & Barb.,0.416666667,Antigua and Barbuda
783,Protein,2009,Antigua & Barb.,0.522267206,Antigua and Barbuda
784,Weight,2009,Antigua & Barb.,0.305543037,Antigua and Barbuda
785,Calories,1961,Argentina,0.442469598,Argentina
786,Fat,1961,Argentina,0.610655738,Argentina
787,Protein,1961,Argentina,0.625310174,Argentina
788,Weight,1961,Argentina,0.231642556,Argentina
789,Calories,1962,Argentina,0.451398767,Argentina
790,Fat,1962,Argentina,0.697986577,Argentina
791,Protein,1962,Argentina,0.677333333,Argentina
792,Weight,1962,Argentina,0.249951522,Argentina
793,Calories,1963,Argentina,0.462099125,Argentina
794,Fat,1963,Argentina,0.642405063,Argentina
795,Protein,1963,Argentina,0.665789474,Argentina
796,Weight,1963,Argentina,0.253094911,Argentina
797,Calories,1964,Argentina,0.43139901,Argentina
798,Fat,1964,Argentina,0.623880597,Argentina
799,Protein,1964,Argentina,0.659793814,Argentina
800,Weight,1964,Argentina,0.245279456,Argentina
801,Calories,1965,Argentina,0.418126095,Argentina
802,Fat,1965,Argentina,0.61878453,Argentina
803,Protein,1965,Argentina,0.621026895,Argentina
804,Weight,1965,Argentina,0.228713047,Argentina
805,Calories,1966,Argentina,0.409889094,Argentina
806,Fat,1966,Argentina,0.746376812,Argentina
807,Protein,1966,Argentina,0.668555241,Argentina
808,Weight,1966,Argentina,0.233553912,Argentina
809,Calories,1967,Argentina,0.397321429,Argentina
810,Fat,1967,Argentina,0.703349282,Argentina
811,Protein,1967,Argentina,0.652892562,Argentina
812,Weight,1967,Argentina,0.221507353,Argentina
813,Calories,1968,Argentina,0.397418781,Argentina
814,Fat,1968,Argentina,0.743529412,Argentina
815,Protein,1968,Argentina,0.64498645,Argentina
816,Weight,1968,Argentina,0.220639269,Argentina
817,Calories,1969,Argentina,0.37207247,Argentina
818,Fat,1969,Argentina,0.71624714,Argentina
819,Protein,1969,Argentina,0.610354223,Argentina
820,Weight,1969,Argentina,0.198432056,Argentina
821,Calories,1970,Argentina,0.389149936,Argentina
822,Fat,1970,Argentina,0.718137255,Argentina
823,Protein,1970,Argentina,0.6328125,Argentina
824,Weight,1970,Argentina,0.208657423,Argentina
825,Calories,1971,Argentina,0.396293027,Argentina
826,Fat,1971,Argentina,0.674129353,Argentina
827,Protein,1971,Argentina,0.649456522,Argentina
828,Weight,1971,Argentina,0.213808855,Argentina
829,Calories,1972,Argentina,0.379954442,Argentina
830,Fat,1972,Argentina,0.744949495,Argentina
831,Protein,1972,Argentina,0.639769452,Argentina
832,Weight,1972,Argentina,0.212445948,Argentina
833,Calories,1973,Argentina,0.401135289,Argentina
834,Fat,1973,Argentina,0.729016787,Argentina
835,Protein,1973,Argentina,0.65129683,Argentina
836,Weight,1973,Argentina,0.223497374,Argentina
837,Calories,1974,Argentina,0.376175549,Argentina
838,Fat,1974,Argentina,0.759358289,Argentina
839,Protein,1974,Argentina,0.623955432,Argentina
840,Weight,1974,Argentina,0.200211119,Argentina
841,Calories,1975,Argentina,0.388134058,Argentina
842,Fat,1975,Argentina,0.6525,Argentina
843,Protein,1975,Argentina,0.651428571,Argentina
844,Weight,1975,Argentina,0.212481698,Argentina
845,Calories,1976,Argentina,0.403158384,Argentina
846,Fat,1976,Argentina,0.657289003,Argentina
847,Protein,1976,Argentina,0.663793103,Argentina
848,Weight,1976,Argentina,0.225961538,Argentina
849,Calories,1977,Argentina,0.402325581,Argentina
850,Fat,1977,Argentina,0.633663366,Argentina
851,Protein,1977,Argentina,0.663793103,Argentina
852,Weight,1977,Argentina,0.22484639,Argentina
853,Calories,1978,Argentina,0.395604396,Argentina
854,Fat,1978,Argentina,0.63592233,Argentina
855,Protein,1978,Argentina,0.668604651,Argentina
856,Weight,1978,Argentina,0.231347714,Argentina
857,Calories,1979,Argentina,0.398044693,Argentina
858,Fat,1979,Argentina,0.676020408,Argentina
859,Protein,1979,Argentina,0.664723032,Argentina
860,Weight,1979,Argentina,0.226437231,Argentina
861,Calories,1980,Argentina,0.392493049,Argentina
862,Fat,1980,Argentina,0.607228916,Argentina
863,Protein,1980,Argentina,0.664705882,Argentina
864,Weight,1980,Argentina,0.22097956,Argentina
865,Calories,1981,Argentina,0.388475836,Argentina
866,Fat,1981,Argentina,0.576470588,Argentina
867,Protein,1981,Argentina,0.640804598,Argentina
868,Weight,1981,Argentina,0.223230132,Argentina
869,Calories,1982,Argentina,0.401034321,Argentina
870,Fat,1982,Argentina,0.542997543,Argentina
871,Protein,1982,Argentina,0.656069364,Argentina
872,Weight,1982,Argentina,0.23130888,Argentina
873,Calories,1983,Argentina,0.395583293,Argentina
874,Fat,1983,Argentina,0.620512821,Argentina
875,Protein,1983,Argentina,0.658682635,Argentina
876,Weight,1983,Argentina,0.225865209,Argentina
877,Calories,1984,Argentina,0.393285372,Argentina
878,Fat,1984,Argentina,0.576819407,Argentina
879,Protein,1984,Argentina,0.644117647,Argentina
880,Weight,1984,Argentina,0.226246185,Argentina
881,Calories,1985,Argentina,0.396001904,Argentina
882,Fat,1985,Argentina,0.648,Argentina
883,Protein,1985,Argentina,0.645348837,Argentina
884,Weight,1985,Argentina,0.224079602,Argentina
885,Calories,1986,Argentina,0.389261745,Argentina
886,Fat,1986,Argentina,0.676844784,Argentina
887,Protein,1986,Argentina,0.65060241,Argentina
888,Weight,1986,Argentina,0.223145521,Argentina
889,Calories,1987,Argentina,0.403433476,Argentina
890,Fat,1987,Argentina,0.616580311,Argentina
891,Protein,1987,Argentina,0.655976676,Argentina
892,Weight,1987,Argentina,0.231141589,Argentina
893,Calories,1988,Argentina,0.390302448,Argentina
894,Fat,1988,Argentina,0.609137056,Argentina
895,Protein,1988,Argentina,0.607843137,Argentina
896,Weight,1988,Argentina,0.21888668,Argentina
897,Calories,1989,Argentina,0.420382166,Argentina
898,Fat,1989,Argentina,0.646310433,Argentina
899,Protein,1989,Argentina,0.661849711,Argentina
900,Weight,1989,Argentina,0.251079447,Argentina
901,Calories,1990,Argentina,0.415233415,Argentina
902,Fat,1990,Argentina,0.600522193,Argentina
903,Protein,1990,Argentina,0.679758308,Argentina
904,Weight,1990,Argentina,0.253156146,Argentina
905,Calories,1991,Argentina,0.415916627,Argentina
906,Fat,1991,Argentina,0.628915663,Argentina
907,Protein,1991,Argentina,0.680232558,Argentina
908,Weight,1991,Argentina,0.244152647,Argentina
909,Calories,1992,Argentina,0.39193624,Argentina
910,Fat,1992,Argentina,0.663656885,Argentina
911,Protein,1992,Argentina,0.655882353,Argentina
912,Weight,1992,Argentina,0.229847716,Argentina
913,Calories,1993,Argentina,0.387294118,Argentina
914,Fat,1993,Argentina,0.676339286,Argentina
915,Protein,1993,Argentina,0.638483965,Argentina
916,Weight,1993,Argentina,0.223157051,Argentina
