CountryName,Abbrev,Measurement,Year,Similarity
Portugal,Portugal,Calories,1964,0.640701984
South Korea,Republic of Korea,Calories,1964,0.377379376
Romania,Romania,Calories,1964,0.564209029
Rwanda,Rwanda,Calories,1964,0.256538812
St. Kitts,Saint Kitts and Nevis,Calories,1964,0.678202363
Saint Lucia,Saint Lucia,Calories,1964,0.635868605
St. Vincent,Saint Vincent and the Grenadines,Calories,1964,0.669139273
Samoa,Samoa,Calories,1964,0.475937221
Sao Tome,Sao Tome and Principe,Calories,1964,0.524765839
Saudi Arabia,Saudi Arabia,Calories,1964,0.516863591
Senegal,Senegal,Calories,1964,0.48167427
Seychelles,Seychelles,Calories,1964,0.591508978
Sierra Leone,Sierra Leone,Calories,1964,0.440184586
Solomon Isl.,Solomon Islands,Calories,1964,0.375608357
South Africa,South Africa,Calories,1964,0.586792696
Spain,Spain,Calories,1964,0.615142831
Sri Lanka,Sri Lanka,Calories,1964,0.562195317
Sudan,Sudan (former),Calories,1964,0.383779484
Suriname,Suriname,Calories,1964,0.652760658
Swaziland,Swaziland,Calories,1964,0.396483119
Sweden,Sweden,Calories,1964,0.595105621
Switzerland,Switzerland,Calories,1964,0.631251024
Syria,Syrian Arab Republic,Calories,1964,0.579300214
Thailand,Thailand,Calories,1964,0.354751168
Timor-Leste,Timor-Leste,Calories,1964,0.423393244
Togo,Togo,Calories,1964,0.35754365
Trin. & Tob.,Trinidad and Tobago,Calories,1964,0.7322548
Tunisia,Tunisia,Calories,1964,0.548319728
Turkey,Turkey,Calories,1964,0.554927676
Uganda,Uganda,Calories,1964,0.385951917
Un. Arab Em.,United Arab Emirates,Calories,1964,0.616286079
UK,United Kingdom,Calories,1964,0.636676664
Tanzania,United Republic of Tanzania,Calories,1964,0.435971187
USA,United States of America,Calories,1964,0.656524146
Uruguay,Uruguay,Calories,1964,0.646130738
USSR,USSR,Calories,1964,0.557618992
Vanuatu,Vanuatu,Calories,1964,0.428325108
Venezuela,Venezuela (Bolivarian Republic of),Calories,1964,0.669110614
Vietnam,Viet Nam,Calories,1964,0.375453903
Yemen,Yemen,Calories,1964,0.374196535
Yugoslavia,Yugoslav SFR,Calories,1964,0.566300086
Zambia,Zambia,Calories,1964,0.339188169
Zimbabwe,Zimbabwe,Calories,1964,0.411995208
Albania,Albania,Calories,1965,0.594385928
Algeria,Algeria,Calories,1965,0.560155786
Angola,Angola,Calories,1965,0.42509096
Ant. & Barb.,Antigua and Barbuda,Calories,1965,0.64593848
Argentina,Argentina,Calories,1965,0.629195003
Australia,Australia,Calories,1965,0.654587885
Austria,Austria,Calories,1965,0.616275401
Bahamas,Bahamas,Calories,1965,0.677554588
Bangladesh,Bangladesh,Calories,1965,0.388641876
Barbados,Barbados,Calories,1965,0.699703836
Belg-Lux,Belgium-Luxembourg,Calories,1965,0.641250383
Belize,Belize,Calories,1965,0.720620806
Benin,Benin,Calories,1965,0.349517322
Bermuda,Bermuda,Calories,1965,0.606214097
Bolivia,Bolivia (Plurinational State of),Calories,1965,0.699342826
Botswana,Botswana,Calories,1965,0.42719107
Brazil,Brazil,Calories,1965,0.647458979
Brunei Dar.,Brunei Darussalam,Calories,1965,0.631157501
Bulgaria,Bulgaria,Calories,1965,0.537194824
Burkina Faso,Burkina Faso,Calories,1965,0.30109999
Burundi,Burundi,Calories,1965,0.291479398
Cambodia,Cambodia,Calories,1965,0.356023503
Cameroon,Cameroon,Calories,1965,0.389467622
Canada,Canada,Calories,1965,0.65790499
Cape Verde,Cape Verde,Calories,1965,0.477610552
C. Af. Rep,Central African Republic,Calories,1965,0.295560864
Chad,Chad,Calories,1965,0.310166046
Chile,Chile,Calories,1965,0.612517653
China,China,Calories,1965,0.524262404
Colombia,Colombia,Calories,1965,0.617226675
Comoros,Comoros,Calories,1965,0.40376283
Congo,Congo,Calories,1965,0.336403508
Costa Rica,Costa Rica,Calories,1965,0.6674512
Ivory Coast,C“te d'Ivoire,Calories,1965,0.45135771
Cuba,Cuba,Calories,1965,0.686363295
Cyprus,Cyprus,Calories,1965,0.615322549
Czech.,Czechoslovakia,Calories,1965,0.609110196
North Korea,Democratic People's Republic of Korea,Calories,1965,0.49731179
Denmark,Denmark,Calories,1965,0.578630573
Djibouti,Djibouti,Calories,1965,0.583799773
Dominica,Dominica,Calories,1965,0.659774348
Dom. Rep.,Dominican Republic,Calories,1965,0.587626069
Ecuador,Ecuador,Calories,1965,0.653314195
Egypt,Egypt,Calories,1965,0.65846911
El Salvador,El Salvador,Calories,1965,0.522338894
Ethiopia,Ethiopia PDR,Calories,1965,0.400039002
Fiji,Fiji,Calories,1965,0.672298237
Finland,Finland,Calories,1965,0.596352447
France,France,Calories,1965,0.625393178
Frch. Polyn.,French Polynesia,Calories,1965,0.714714799
Gabon,Gabon,Calories,1965,0.371411505
Gambia,Gambia,Calories,1965,0.403464002
Germany,Germany,Calories,1965,0.609704893
Ghana,Ghana,Calories,1965,0.388121217
Greece,Greece,Calories,1965,0.545795626
Grenada,Grenada,Calories,1965,0.689907525
Guatemala,Guatemala,Calories,1965,0.473732098
Guinea,Guinea,Calories,1965,0.433353252
Guinea-Biss.,Guinea-Bissau,Calories,1965,0.397272628
Guyana,Guyana,Calories,1965,0.689728363
Haiti,Haiti,Calories,1965,0.549812566
Honduras,Honduras,Calories,1965,0.476063087
Hungary,Hungary,Calories,1965,0.593347557
Iceland,Iceland,Calories,1965,0.596554718
India,India,Calories,1965,0.637038313
Indonesia,Indonesia,Calories,1965,0.442383932
Iran,Iran (Islamic Republic of),Calories,1965,0.677646929
Ireland,Ireland,Calories,1965,0.608105865
Israel,Israel,Calories,1965,0.634603286
Italy,Italy,Calories,1965,0.589348306
Jamaica,Jamaica,Calories,1965,0.712226601
Japan,Japan,Calories,1965,0.575093262
Jordan,Jordan,Calories,1965,0.63319841
Kenya,Kenya,Calories,1965,0.431171487
Kiribati,Kiribati,Calories,1965,0.505884736
Kuwait,Kuwait,Calories,1965,0.660907946
Laos,Lao People's Democratic Republic,Calories,1965,0.333245121
Lebanon,Lebanon,Calories,1965,0.631177021
Lesotho,Lesotho,Calories,1965,0.494503936
Liberia,Liberia,Calories,1965,0.376490379
Libya,Libya,Calories,1965,0.567084273
Madagascar,Madagascar,Calories,1965,0.435528232
Malawi,Malawi,Calories,1965,0.315815128
Malaysia,Malaysia,Calories,1965,0.568971869
Maldives,Maldives,Calories,1965,0.515275233
Mali,Mali,Calories,1965,0.376013129
Malta,Malta,Calories,1965,0.592732027
Mauritania,Mauritania,Calories,1965,0.430816939
Mauritius,Mauritius,Calories,1965,0.640773758
Mexico,Mexico,Calories,1965,0.534053893
Mongolia,Mongolia,Calories,1965,0.570188412
Morocco,Morocco,Calories,1965,0.599012707
Mozambique,Mozambique,Calories,1965,0.393997681
Myanmar,Myanmar,Calories,1965,0.374034155
Namibia,Namibia,Calories,1965,0.461086785
Nepal,Nepal,Calories,1965,0.442808148
Netherlands,Netherlands,Calories,1965,0.626397313
New Caledon.,New Caledonia,Calories,1965,0.698182073
New Zealand,New Zealand,Calories,1965,0.63987783
Nicaragua,Nicaragua,Calories,1965,0.55430994
Niger,Niger,Calories,1965,0.25110502
Nigeria,Nigeria,Calories,1965,0.335581591
Norway,Norway,Calories,1965,0.625287399
Pakistan,Pakistan,Calories,1965,0.68842371
Panama,Panama,Calories,1965,0.670957198
Paraguay,Paraguay,Calories,1965,0.590572551
Peru,Peru,Calories,1965,0.663860523
Philippines,Philippines,Calories,1965,0.545406541
Poland,Poland,Calories,1965,0.544241217
Portugal,Portugal,Calories,1965,0.629373545
South Korea,Republic of Korea,Calories,1965,0.38669099
Romania,Romania,Calories,1965,0.573136403
Rwanda,Rwanda,Calories,1965,0.262287058
St. Kitts,Saint Kitts and Nevis,Calories,1965,0.671254365
Saint Lucia,Saint Lucia,Calories,1965,0.618363794
St. Vincent,Saint Vincent and the Grenadines,Calories,1965,0.677984081
Samoa,Samoa,Calories,1965,0.485610453
Sao Tome,Sao Tome and Principe,Calories,1965,0.530953924
Saudi Arabia,Saudi Arabia,Calories,1965,0.526176153
Senegal,Senegal,Calories,1965,0.473324633
Seychelles,Seychelles,Calories,1965,0.623223369
Sierra Leone,Sierra Leone,Calories,1965,0.438194581
Solomon Isl.,Solomon Islands,Calories,1965,0.370678767
South Africa,South Africa,Calories,1965,0.57954806
Spain,Spain,Calories,1965,0.615230694
Sri Lanka,Sri Lanka,Calories,1965,0.522345296
Sudan,Sudan (former),Calories,1965,0.401289881
Suriname,Suriname,Calories,1965,0.669022093
Swaziland,Swaziland,Calories,1965,0.397225422
Sweden,Sweden,Calories,1965,0.588783263
Switzerland,Switzerland,Calories,1965,0.630104479
Syria,Syrian Arab Republic,Calories,1965,0.582144245
Thailand,Thailand,Calories,1965,0.374904234
Timor-Leste,Timor-Leste,Calories,1965,0.427849806
Togo,Togo,Calories,1965,0.352128805
Trin. & Tob.,Trinidad and Tobago,Calories,1965,0.732188992
Tunisia,Tunisia,Calories,1965,0.528037494
Turkey,Turkey,Calories,1965,0.554068959
Uganda,Uganda,Calories,1965,0.393796342
Un. Arab Em.,United Arab Emirates,Calories,1965,0.610455916
UK,United Kingdom,Calories,1965,0.642336394
Tanzania,United Republic of Tanzania,Calories,1965,0.424843758
USA,United States of America,Calories,1965,0.656378295
Uruguay,Uruguay,Calories,1965,0.657878719
USSR,USSR,Calories,1965,0.558232765
Vanuatu,Vanuatu,Calories,1965,0.449494422
Venezuela,Venezuela (Bolivarian Republic of),Calories,1965,0.67106222
Vietnam,Viet Nam,Calories,1965,0.387997424
Yemen,Yemen,Calories,1965,0.402632408
Yugoslavia,Yugoslav SFR,Calories,1965,0.57897003
Zambia,Zambia,Calories,1965,0.350435617
Zimbabwe,Zimbabwe,Calories,1965,0.424105811
Albania,Albania,Calories,1966,0.595195444
Algeria,Algeria,Calories,1966,0.557026557
Angola,Angola,Calories,1966,0.41369718
Ant. & Barb.,Antigua and Barbuda,Calories,1966,0.649428084
Argentina,Argentina,Calories,1966,0.612451848
Australia,Australia,Calories,1966,0.653344718
Austria,Austria,Calories,1966,0.613738509
Bahamas,Bahamas,Calories,1966,0.668944628
Bangladesh,Bangladesh,Calories,1966,0.402419592
Barbados,Barbados,Calories,1966,0.699102146
Belg-Lux,Belgium-Luxembourg,Calories,1966,0.647030007
Belize,Belize,Calories,1966,0.729706206
Benin,Benin,Calories,1966,0.354968564
Bermuda,Bermuda,Calories,1966,0.601420347
Bolivia,Bolivia (Plurinational State of),Calories,1966,0.69533911
Botswana,Botswana,Calories,1966,0.402350342
Brazil,Brazil,Calories,1966,0.667650982
Brunei Dar.,Brunei Darussalam,Calories,1966,0.671762073
Bulgaria,Bulgaria,Calories,1966,0.543139892
Burkina Faso,Burkina Faso,Calories,1966,0.306965582
Burundi,Burundi,Calories,1966,0.295675592
Cambodia,Cambodia,Calories,1966,0.358591821
Cameroon,Cameroon,Calories,1966,0.391050622
Canada,Canada,Calories,1966,0.650644368
Cape Verde,Cape Verde,Calories,1966,0.459949707
C. Af. Rep,Central African Republic,Calories,1966,0.321093464
Chad,Chad,Calories,1966,0.320804737
Chile,Chile,Calories,1966,0.617328379
China,China,Calories,1966,0.516876447
Colombia,Colombia,Calories,1966,0.614715246
Comoros,Comoros,Calories,1966,0.409067778
Congo,Congo,Calories,1966,0.343314011
Costa Rica,Costa Rica,Calories,1966,0.66419669
Ivory Coast,C“te d'Ivoire,Calories,1966,0.460271706
Cuba,Cuba,Calories,1966,0.683216608
Cyprus,Cyprus,Calories,1966,0.611805321
Czech.,Czechoslovakia,Calories,1966,0.605851768
North Korea,Democratic People's Republic of Korea,Calories,1966,0.498703722
Denmark,Denmark,Calories,1966,0.575812992
Djibouti,Djibouti,Calories,1966,0.565137445
Dominica,Dominica,Calories,1966,0.656751262
Dom. Rep.,Dominican Republic,Calories,1966,0.600844644
Ecuador,Ecuador,Calories,1966,0.660234183
Egypt,Egypt,Calories,1966,0.655290755
El Salvador,El Salvador,Calories,1966,0.516948862
Ethiopia,Ethiopia PDR,Calories,1966,0.403913305
Fiji,Fiji,Calories,1966,0.664122068
Finland,Finland,Calories,1966,0.598032627
France,France,Calories,1966,0.62937852
Frch. Polyn.,French Polynesia,Calories,1966,0.710022994
Gabon,Gabon,Calories,1966,0.396285444
Gambia,Gambia,Calories,1966,0.39307494
Germany,Germany,Calories,1966,0.615480796
Ghana,Ghana,Calories,1966,0.408062155
Greece,Greece,Calories,1966,0.547337675
Grenada,Grenada,Calories,1966,0.697128209
Guatemala,Guatemala,Calories,1966,0.47165513
Guinea,Guinea,Calories,1966,0.433539231
Guinea-Biss.,Guinea-Bissau,Calories,1966,0.42720333
Guyana,Guyana,Calories,1966,0.697537075
Haiti,Haiti,Calories,1966,0.544389526
Honduras,Honduras,Calories,1966,0.473840142
Hungary,Hungary,Calories,1966,0.590614192
Iceland,Iceland,Calories,1966,0.587987493
India,India,Calories,1966,0.638380848
Indonesia,Indonesia,Calories,1966,0.435090236
Iran,Iran (Islamic Republic of),Calories,1966,0.663912668
Ireland,Ireland,Calories,1966,0.610074529
Israel,Israel,Calories,1966,0.637013897
Italy,Italy,Calories,1966,0.587057694
Jamaica,Jamaica,Calories,1966,0.713483684
Japan,Japan,Calories,1966,0.595377791
Jordan,Jordan,Calories,1966,0.631547625
Kenya,Kenya,Calories,1966,0.433337213
Kiribati,Kiribati,Calories,1966,0.520006562
Kuwait,Kuwait,Calories,1966,0.66812595
Laos,Lao People's Democratic Republic,Calories,1966,0.325699654
Lebanon,Lebanon,Calories,1966,0.628542365
Lesotho,Lesotho,Calories,1966,0.51416527
Liberia,Liberia,Calories,1966,0.378695396
Libya,Libya,Calories,1966,0.581944067
Madagascar,Madagascar,Calories,1966,0.441581847
Malawi,Malawi,Calories,1966,0.321925431
Malaysia,Malaysia,Calories,1966,0.565841431
Maldives,Maldives,Calories,1966,0.513160157
Mali,Mali,Calories,1966,0.359758795
Malta,Malta,Calories,1966,0.602276177
Mauritania,Mauritania,Calories,1966,0.403087762
Mauritius,Mauritius,Calories,1966,0.638692189
Mexico,Mexico,Calories,1966,0.545076021
Mongolia,Mongolia,Calories,1966,0.573192657
Morocco,Morocco,Calories,1966,0.608246031
Mozambique,Mozambique,Calories,1966,0.395101714
Myanmar,Myanmar,Calories,1966,0.38885406
Namibia,Namibia,Calories,1966,0.469236124
Nepal,Nepal,Calories,1966,0.450577154
Netherlands,Netherlands,Calories,1966,0.632085346
New Caledon.,New Caledonia,Calories,1966,0.705788438
New Zealand,New Zealand,Calories,1966,0.638831255
Nicaragua,Nicaragua,Calories,1966,0.543976277
Niger,Niger,Calories,1966,0.250812756
Nigeria,Nigeria,Calories,1966,0.340223406
Norway,Norway,Calories,1966,0.620795629
Pakistan,Pakistan,Calories,1966,0.686663578
Panama,Panama,Calories,1966,0.662177941
Paraguay,Paraguay,Calories,1966,0.587627355
Peru,Peru,Calories,1966,0.662652132
Philippines,Philippines,Calories,1966,0.550096719
Poland,Poland,Calories,1966,0.544361027
Portugal,Portugal,Calories,1966,0.649423513
South Korea,Republic of Korea,Calories,1966,0.378070511
Romania,Romania,Calories,1966,0.575405846
Rwanda,Rwanda,Calories,1966,0.266349369
St. Kitts,Saint Kitts and Nevis,Calories,1966,0.666387498
Saint Lucia,Saint Lucia,Calories,1966,0.63236842
St. Vincent,Saint Vincent and the Grenadines,Calories,1966,0.672526157
Samoa,Samoa,Calories,1966,0.467293748
Sao Tome,Sao Tome and Principe,Calories,1966,0.547568431
Saudi Arabia,Saudi Arabia,Calories,1966,0.532839727
Senegal,Senegal,Calories,1966,0.490580329
Seychelles,Seychelles,Calories,1966,0.633871821
Sierra Leone,Sierra Leone,Calories,1966,0.439401093
Solomon Isl.,Solomon Islands,Calories,1966,0.381709053
South Africa,South Africa,Calories,1966,0.603334481
Spain,Spain,Calories,1966,0.612565575
Sri Lanka,Sri Lanka,Calories,1966,0.540654216
Sudan,Sudan (former),Calories,1966,0.423932716
Suriname,Suriname,Calories,1966,0.671182071
Swaziland,Swaziland,Calories,1966,0.405712072
Sweden,Sweden,Calories,1966,0.613236638
Switzerland,Switzerland,Calories,1966,0.630316633
Syria,Syrian Arab Republic,Calories,1966,0.581280398
Thailand,Thailand,Calories,1966,0.360699337
Timor-Leste,Timor-Leste,Calories,1966,0.432203449
Togo,Togo,Calories,1966,0.360601863
Trin. & Tob.,Trinidad and Tobago,Calories,1966,0.725638429
Tunisia,Tunisia,Calories,1966,0.52872995
Turkey,Turkey,Calories,1966,0.553252437
Uganda,Uganda,Calories,1966,0.40484751
Un. Arab Em.,United Arab Emirates,Calories,1966,0.593065872
UK,United Kingdom,Calories,1966,0.646888683
Tanzania,United Republic of Tanzania,Calories,1966,0.437213587
USA,United States of America,Calories,1966,0.655339072
Uruguay,Uruguay,Calories,1966,0.652860671
USSR,USSR,Calories,1966,0.565271255
Vanuatu,Vanuatu,Calories,1966,0.45210581
Venezuela,Venezuela (Bolivarian Republic of),Calories,1966,0.674106087
Vietnam,Viet Nam,Calories,1966,0.385501732
Yemen,Yemen,Calories,1966,0.423481211
Yugoslavia,Yugoslav SFR,Calories,1966,0.571069857
Zambia,Zambia,Calories,1966,0.375423387
Zimbabwe,Zimbabwe,Calories,1966,0.441382808
Albania,Albania,Calories,1967,0.601536042
Algeria,Algeria,Calories,1967,0.562166755
Angola,Angola,Calories,1967,0.421568144
Ant. & Barb.,Antigua and Barbuda,Calories,1967,0.616235245
Argentina,Argentina,Calories,1967,0.624763143
Australia,Australia,Calories,1967,0.655350537
Austria,Austria,Calories,1967,0.614422196
Bahamas,Bahamas,Calories,1967,0.678862273
Bangladesh,Bangladesh,Calories,1967,0.415920792
Barbados,Barbados,Calories,1967,0.712150715
Belg-Lux,Belgium-Luxembourg,Calories,1967,0.651309877
Belize,Belize,Calories,1967,0.736365977
Benin,Benin,Calories,1967,0.355555143
Bermuda,Bermuda,Calories,1967,0.61234759
Bolivia,Bolivia (Plurinational State of),Calories,1967,0.712476517
Botswana,Botswana,Calories,1967,0.3701605
Brazil,Brazil,Calories,1967,0.662928059
Brunei Dar.,Brunei Darussalam,Calories,1967,0.649692079
Bulgaria,Bulgaria,Calories,1967,0.549852051
Burkina Faso,Burkina Faso,Calories,1967,0.305380581
Burundi,Burundi,Calories,1967,0.29107034
Cambodia,Cambodia,Calories,1967,0.361464691
Cameroon,Cameroon,Calories,1967,0.394955758
Canada,Canada,Calories,1967,0.653365493
Cape Verde,Cape Verde,Calories,1967,0.475496717
C. Af. Rep,Central African Republic,Calories,1967,0.316008008
Chad,Chad,Calories,1967,0.334565291
Chile,Chile,Calories,1967,0.632543129
China,China,Calories,1967,0.514037645
Colombia,Colombia,Calories,1967,0.607105348
Comoros,Comoros,Calories,1967,0.40237522
Congo,Congo,Calories,1967,0.349934074
Costa Rica,Costa Rica,Calories,1967,0.67176277
Ivory Coast,C“te d'Ivoire,Calories,1967,0.45006325
Cuba,Cuba,Calories,1967,0.690522175
Cyprus,Cyprus,Calories,1967,0.610990633
Czech.,Czechoslovakia,Calories,1967,0.598171183
North Korea,Democratic People's Republic of Korea,Calories,1967,0.535358631
Denmark,Denmark,Calories,1967,0.579415662
Djibouti,Djibouti,Calories,1967,0.579154826
Dominica,Dominica,Calories,1967,0.651765618
Dom. Rep.,Dominican Republic,Calories,1967,0.61163486
Ecuador,Ecuador,Calories,1967,0.654610809
Egypt,Egypt,Calories,1967,0.65891618
El Salvador,El Salvador,Calories,1967,0.526380366
Ethiopia,Ethiopia PDR,Calories,1967,0.402504307
Fiji,Fiji,Calories,1967,0.673144662
Finland,Finland,Calories,1967,0.608241575
France,France,Calories,1967,0.635798149
Frch. Polyn.,French Polynesia,Calories,1967,0.716694801
Gabon,Gabon,Calories,1967,0.395192834
Gambia,Gambia,Calories,1967,0.432395477
Germany,Germany,Calories,1967,0.608409153
Ghana,Ghana,Calories,1967,0.40404542
Greece,Greece,Calories,1967,0.550458879
Grenada,Grenada,Calories,1967,0.700902194
Guatemala,Guatemala,Calories,1967,0.471914707
Guinea,Guinea,Calories,1967,0.406590127
Guinea-Biss.,Guinea-Bissau,Calories,1967,0.408299665
Guyana,Guyana,Calories,1967,0.696275617
Haiti,Haiti,Calories,1967,0.541850183
Honduras,Honduras,Calories,1967,0.488183324
Hungary,Hungary,Calories,1967,0.59693726
Iceland,Iceland,Calories,1967,0.600709708
